"Watershed","Site","Date","Time","DO","Temp","pH","Cond","Turb","TSS","DRP","Cl","NO3_N","SO4","E_coli"
"Indian Creek","Dry",2007-06-11,0.445833333333333,NA,NA,NA,NA,NA,1.6,0.06,24.49,5.84,35.66,299
"Indian Creek","ICLM",2007-06-11,0.468055555555556,NA,NA,NA,NA,NA,4.4,0.098,25.03,15.43,19.69,959
"Indian Creek","ICS",2007-06-11,0.488194444444444,NA,NA,NA,NA,NA,3.6,0.086,29.1,8.97,25.43,265
"Indian Creek","ICThom",2007-06-11,0.429861111111111,NA,NA,NA,NA,NA,4.4,0.09,25.75,11,25.21,480
"McLoud Run","MC42",2007-06-11,0.3625,NA,NA,NA,NA,NA,0.4,0.065,66.5,4.15,44.69,708
"McLoud Run","MCJ",2007-06-11,0.347222222222222,NA,NA,NA,NA,NA,2.4,0.048,61.15,3.42,48.45,670
"Bear","Bear",2007-06-12,0.349305555555556,NA,NA,NA,NA,NA,6,0.09,18.84,13.17,23.32,NA
"Blue","Blue",2007-06-12,0.380555555555556,NA,NA,NA,NA,NA,5.6,0.086,24.65,9.4,19.11,816
"Morgan","Morgan",2007-06-12,0.330555555555556,NA,NA,NA,NA,NA,7.6,0.102,24.04,10.76,23.32,NA
"Mud","Mud",2007-06-12,0.404861111111111,NA,NA,NA,NA,NA,12.4,0.107,19.89,15.39,23.94,NA
"North Bear","North Bear",2007-06-12,0.426388888888889,NA,NA,NA,NA,NA,2.8,0.044,19.55,15.44,16.05,NA
"Otter","Otter",2007-06-12,0.363194444444444,NA,NA,NA,NA,NA,3.2,0.09,24.57,11.66,18.12,NA
"Lime","Lime",2007-06-14,0.529861111111111,NA,NA,NA,NA,NA,0.4,0.072,18.67,14.56,14.06,NA
"Lime","Lime240",2007-06-14,0.488194444444444,NA,NA,NA,NA,NA,1.6,0.038,19.28,15.68,13.01,NA
"Lime","Lime250",2007-06-14,0.494444444444444,NA,NA,NA,NA,NA,2.4,0.059,18.76,14.25,12.9,NA
"Lime","Lime290",2007-06-14,0.504166666666667,NA,NA,NA,NA,NA,0.8,0.038,18.06,17,13.5,NA
"Lime","LimeFin",2007-06-14,0.513888888888889,NA,NA,NA,NA,NA,4,0.038,18.83,15.16,13.71,NA
"Indian Creek","Dry",2007-06-18,0.390972222222222,NA,NA,NA,NA,NA,4,0.046,20.97,2.48,28.98,345
"Indian Creek","ICLM",2007-06-18,0.405555555555556,NA,NA,NA,NA,NA,8.4,0.114,23.32,9.67,19.73,1515
"Indian Creek","ICS",2007-06-18,0.43125,NA,NA,NA,NA,NA,4.8,0.093,27.43,4.4,22.79,857
"Indian Creek","ICThom",2007-06-18,0.373611111111111,NA,NA,NA,NA,NA,11.2,0.11,24.28,6.53,23.45,1553
"McLoud Run","MC42",2007-06-18,0.361805555555556,NA,NA,NA,NA,NA,1.6,0.089,53.49,4.28,38.91,404
"McLoud Run","MCJ",2007-06-18,0.347222222222222,NA,NA,NA,NA,NA,2,0.05,51.25,3.34,40.95,934
"Bear","Bear",2007-06-19,0.375694444444444,NA,NA,NA,NA,NA,42,0.17,19.36,7.52,17.18,NA
"Blue","Blue",2007-06-19,0.404861111111111,NA,NA,NA,NA,NA,54.4,0.179,22.21,5.74,14.58,12033
"Morgan","Morgan",2007-06-19,0.340277777777778,NA,NA,NA,NA,NA,30.8,0.477,21.77,8.74,21.64,NA
"Mud","Mud",2007-06-19,0.43125,NA,NA,NA,NA,NA,2,0.199,15.88,11.05,20.74,NA
"North Bear","North Bear",2007-06-19,0.458333333333333,NA,NA,NA,NA,NA,6.8,0.32,10.1,8.39,10.47,NA
"Otter","Otter",2007-06-19,0.359027777777778,NA,NA,NA,NA,NA,11.2,0.183,15.25,10.21,17.67,NA
"Lime","Lime",2007-06-21,0.438888888888889,NA,NA,NA,NA,NA,0.8,0.084,14.72,9.08,13.49,NA
"Lime","Lime240",2007-06-21,0.400694444444444,NA,NA,NA,NA,NA,0.8,0.064,15.8,9.5,11.95,NA
"Lime","Lime250",2007-06-21,0.409722222222222,NA,NA,NA,NA,NA,4,0.092,14.81,8.66,11.58,NA
"Lime","Lime290",2007-06-21,0.420138888888889,NA,NA,NA,NA,NA,0.8,0.06,13.85,9.87,13.35,NA
"Lime","LimeFin",2007-06-21,0.43125,NA,NA,NA,NA,NA,4,0.096,15.09,9.92,14.42,NA
"Indian Creek","Dry",2007-06-25,0.386111111111111,NA,NA,NA,NA,NA,9.2,0.397,13.29,12.66,14.36,1725
"Indian Creek","ICLM",2007-06-25,0.398611111111111,NA,NA,NA,NA,NA,8.8,0.249,15.18,16.36,13.55,4611
"Indian Creek","ICS",2007-06-25,0.41875,NA,NA,NA,NA,NA,10,0.393,13.77,12.22,13.7,3654
"Indian Creek","ICThom",2007-06-25,0.375694444444444,NA,NA,NA,NA,NA,8.4,0.438,14.44,14.66,14.48,2755
"McLoud Run","MC42",2007-06-25,0.356944444444444,NA,NA,NA,NA,NA,1.2,0.125,57.18,2.92,40.66,581
"McLoud Run","MCJ",2007-06-25,0.34375,NA,NA,NA,NA,NA,1.2,0.117,48.25,2.42,37.61,794
"Bear","Bear",2007-06-26,0.336805555555556,NA,NA,NA,NA,NA,4.8,0.26,14.04,12.17,17.08,NA
"Blue","Blue",2007-06-26,0.384027777777778,NA,NA,NA,NA,NA,5.6,0.198,17.81,9.85,16.07,NA
"Morgan","Morgan",2007-06-26,0.317361111111111,NA,NA,NA,NA,NA,9.2,0.231,17.58,9.9,20.09,NA
"Mud","Mud",2007-06-26,0.415277777777778,NA,NA,NA,NA,NA,5.6,0.239,15.12,13.48,21.09,NA
"North Bear","North Bear",2007-06-26,0.438194444444444,NA,NA,NA,NA,NA,1.6,0.082,14.38,13.76,15.38,NA
"Otter","Otter",2007-06-26,0.359027777777778,NA,NA,NA,NA,NA,2,0.198,17.37,12.92,15.44,NA
"Lime","Lime",2007-06-28,0.463194444444444,NA,NA,NA,NA,NA,2.4,0.142,12.74,8.99,12.27,NA
"Lime","Lime240",2007-06-28,0.422222222222222,NA,NA,NA,NA,NA,2.8,0.166,15.46,9.51,11.15,NA
"Lime","Lime250",2007-06-28,0.43125,NA,NA,NA,NA,NA,NA,0.122,12.41,8.51,10.88,NA
"Lime","Lime290",2007-06-28,0.443055555555556,NA,NA,NA,NA,NA,2.8,0.11,14.2,9.36,12.03,NA
"Lime","LimeFin",2007-06-28,0.454861111111111,NA,NA,NA,NA,NA,3.6,0.13,12.2,9.25,11.81,NA
"Indian Creek","Dry",2007-07-02,0.386111111111111,NA,NA,NA,NA,NA,0.4,0.035,18.12,4.48,23.88,272
"Indian Creek","ICLM",2007-07-02,0.401388888888889,NA,NA,NA,NA,NA,1.2,0.111,17.48,10.01,18.24,1014
"Indian Creek","ICS",2007-07-02,0.419444444444444,NA,NA,NA,NA,NA,2,NA,21.06,5.86,20.42,292
"Indian Creek","ICThom",2007-07-02,0.366666666666667,NA,NA,NA,NA,NA,4,0.103,19.32,7.57,21.35,NA
"McLoud Run","MC42",2007-07-02,0.352777777777778,NA,NA,NA,NA,NA,0.4,NA,52.64,3.93,37.42,345
"McLoud Run","MCJ",2007-07-02,0.343055555555556,NA,NA,NA,NA,NA,0.4,0.035,48.09,3.11,39.46,677
"Bear","Bear",2007-07-03,0.472222222222222,NA,NA,NA,NA,NA,10.8,0.074,11.94,7.73,15.78,NA
"Blue","Blue",2007-07-03,0.419444444444444,NA,NA,NA,NA,NA,4.4,0.032,15.49,5.3,16.59,813
"Lime","Lime",2007-07-03,0.368055555555556,NA,NA,NA,NA,NA,1.6,0.032,15.11,7.6,13.72,NA
"Lime","Lime240",2007-07-03,0.326388888888889,NA,NA,NA,NA,NA,8,0.022,14.56,7.23,11.91,NA
"Lime","Lime250",2007-07-03,0.335416666666667,NA,NA,NA,NA,NA,4.4,0.036,13.23,5.96,11.26,NA
"Lime","Lime290",2007-07-03,0.350694444444444,NA,NA,NA,NA,NA,3.6,NA,11.99,6.97,14.25,NA
"Lime","LimeFin",2007-07-03,0.357638888888889,NA,NA,NA,NA,NA,0.8,0.016,13.94,7.46,13.23,NA
"Morgan","Morgan",2007-07-03,0.501388888888889,NA,NA,NA,NA,NA,5.6,NA,14.95,6.48,18.46,NA
"Mud","Mud",2007-07-03,0.385416666666667,NA,NA,NA,NA,NA,9.6,0.23,13.24,9.71,21.08,NA
"North Bear","North Bear",2007-07-03,0.40625,NA,NA,NA,NA,NA,2,NA,13.62,8.49,15.54,NA
"Otter","Otter",2007-07-03,0.458333333333333,NA,NA,NA,NA,NA,2,0.055,17.11,6.25,15.44,NA
"Indian Creek","Dry",2007-07-09,0.389583333333333,NA,NA,NA,NA,NA,1.2,0.109,14.65,1.79,21.53,228
"Indian Creek","ICLM",2007-07-09,0.405555555555556,NA,NA,NA,NA,NA,2.4,0.177,17.02,4.59,17.54,805
"Indian Creek","ICS",2007-07-09,0.438888888888889,NA,NA,NA,NA,NA,0.8,0.062,20.38,2.05,18.5,341
"Indian Creek","ICThom",2007-07-09,0.372916666666667,NA,NA,NA,NA,NA,4.4,0.109,18.24,3.32,20.4,521
"McLoud Run","MC42",2007-07-09,0.357638888888889,NA,NA,NA,NA,NA,0.4,0.13,45.82,3.67,32.22,193
"McLoud Run","MCJ",2007-07-09,0.347222222222222,NA,NA,NA,NA,NA,NA,0.117,43.55,2.76,36.3,520
"Bear","Bear",2007-07-10,0.355555555555556,NA,NA,NA,NA,NA,3.6,0.142,11.12,4.93,16.18,NA
"Blue","Blue",2007-07-10,0.413888888888889,NA,NA,NA,NA,NA,2.4,0.036,14.51,3.15,15.92,798
"Morgan","Morgan",2007-07-10,0.328472222222222,NA,NA,NA,NA,NA,2,0.112,14.98,4.75,19,NA
"Mud","Mud",2007-07-10,0.441666666666667,NA,NA,NA,NA,NA,3.2,0.644,15.39,6.98,20.97,NA
"North Bear","North Bear",2007-07-10,0.465972222222222,NA,NA,NA,NA,NA,1.6,NA,10.36,5.32,13.48,NA
"Otter","Otter",2007-07-10,0.379861111111111,NA,NA,NA,NA,NA,0.4,0.125,14.08,3.92,14.3,NA
"Lime","Lime",2007-07-12,0.459027777777778,NA,NA,NA,NA,NA,2,0.033,17.82,7.1,16.41,NA
"Lime","Lime240",2007-07-12,0.420138888888889,NA,NA,NA,NA,NA,14.8,NA,18.38,1.66,11.23,NA
"Lime","Lime250",2007-07-12,0.427777777777778,NA,NA,NA,NA,NA,2.4,NA,13.53,2.32,12.3,NA
"Lime","Lime290",2007-07-12,0.438194444444444,NA,NA,NA,NA,NA,3.6,NA,10.86,4.08,19.42,NA
"Lime","LimeFin",2007-07-12,0.449305555555556,NA,NA,NA,NA,NA,3.2,NA,16.56,6.52,15.93,NA
"Bear","Bear",2007-07-17,0.516666666666667,NA,NA,NA,NA,NA,238.8,1.65,5.85,1.95,8.08,NA
"Blue","Blue",2007-07-17,0.548611111111111,NA,NA,NA,NA,NA,18.4,0.6,9.7,1.71,7.75,24196
"Morgan","Morgan",2007-07-17,0.501388888888889,NA,NA,NA,NA,NA,21.2,0.85,12.83,2.67,13.18,NA
"Mud","Mud",2007-07-17,0.578472222222222,NA,NA,NA,NA,NA,1.6,0.45,22.5,7.69,34.92,NA
"North Bear","North Bear",2007-07-17,0.597222222222222,NA,NA,NA,NA,NA,40,0.73,6.66,3.47,8.23,NA
"Otter","Otter",2007-07-17,0.530555555555556,NA,NA,NA,NA,NA,19.6,0.69,9.68,1.8,9.18,NA
"Indian Creek","Dry",2007-07-18,0.386111111111111,NA,NA,NA,NA,NA,27.6,0.531,16.79,2.01,18.8,24196
"Indian Creek","ICS",2007-07-18,0.418055555555556,NA,NA,NA,NA,NA,80,0.605,16.84,1.53,16.45,24196
"Indian Creek","ICThom",2007-07-18,0.375694444444444,NA,NA,NA,NA,NA,33.2,0.618,20.15,2.43,19.77,24196
"McLoud Run","MC42",2007-07-18,0.3625,NA,NA,NA,NA,NA,4,0.183,38.59,1.73,33.64,857
"McLoud Run","MCJ",2007-07-18,0.349305555555556,NA,NA,NA,NA,NA,5.6,0.191,39.37,1.86,36.52,3873
"Lime","Lime",2007-07-19,0.447222222222222,NA,NA,NA,NA,NA,29.6,0.19,7.99,5.15,7.42,NA
"Lime","Lime240",2007-07-19,0.405555555555556,NA,NA,NA,NA,NA,8.8,0.128,11.49,6.04,9,NA
"Lime","Lime250",2007-07-19,0.413888888888889,NA,NA,NA,NA,NA,8.4,1.41,8.78,4.19,7.48,NA
"Lime","Lime290",2007-07-19,0.425694444444444,NA,NA,NA,NA,NA,21.2,0.999,6.86,3.55,5.74,NA
"Lime","LimeFin",2007-07-19,0.438194444444444,NA,NA,NA,NA,NA,42,0.723,8.03,4.92,7.18,NA
"Lime","Lime",2007-07-26,0.443055555555556,NA,NA,NA,NA,NA,3.2,0.21,20.19,9.35,18.13,NA
"Lime","Lime240",2007-07-26,0.40625,NA,NA,NA,NA,NA,2,0.197,22.51,7.86,15.46,NA
"Lime","Lime250",2007-07-26,0.413194444444444,NA,NA,NA,NA,NA,0.4,0.122,20.47,7.01,14.52,NA
"Lime","Lime290",2007-07-26,0.425,NA,NA,NA,NA,NA,2,0.184,18.93,8.11,18.91,NA
"Lime","LimeFin",2007-07-26,0.435416666666667,NA,NA,NA,NA,NA,1.2,0.122,20.1,9.16,17.55,NA
"Indian Creek","Dry",2007-07-27,0.403472222222222,NA,NA,NA,NA,NA,4.4,0.109,28.85,1.93,29.65,9208
"Indian Creek","ICLM",2007-07-27,0.424305555555556,NA,NA,NA,NA,NA,9.6,0.197,29.71,2.74,31.86,3255
"Indian Creek","ICS",2007-07-27,0.451388888888889,NA,NA,NA,NA,NA,8.4,0.117,31.11,1.5,27.86,5794
"Indian Creek","ICThom",2007-07-27,0.386805555555556,NA,NA,NA,NA,NA,3.6,0.135,23.06,1.8,24.62,6049
"McLoud Run","MC42",2007-07-27,0.370138888888889,NA,NA,NA,NA,NA,10.4,0.117,31.62,1.5,21.42,4352
"McLoud Run","MCJ",2007-07-27,0.358333333333333,NA,NA,NA,NA,NA,5.6,0.166,27.73,1.4,19.95,2909
"Indian Creek","Dry",2007-07-30,0.395138888888889,NA,NA,NA,NA,NA,0.8,0.039,24.74,2.93,35.51,512
"Indian Creek","ICLM",2007-07-30,0.406944444444444,NA,NA,NA,NA,NA,4,0.164,30.53,2.28,34.6,556
"Indian Creek","ICS",2007-07-30,0.43125,NA,NA,NA,NA,NA,2,0.139,36.55,1.41,33.23,213
"Indian Creek","ICThom",2007-07-30,0.375694444444444,NA,NA,NA,NA,NA,2.4,0.085,31.3,2.37,35.91,495
"McLoud Run","MC42",2007-07-30,0.360416666666667,NA,NA,NA,NA,NA,0.4,0.047,64.3,4.9,48.79,171
"McLoud Run","MCJ",2007-07-30,0.349305555555556,NA,NA,NA,NA,NA,2.8,NA,58.25,3.75,49.28,295
"Bear","Bear",2007-07-31,0.334027777777778,NA,NA,NA,NA,NA,3.6,0.193,21.09,4.03,33.56,NA
"Blue","Blue",2007-07-31,0.381944444444444,NA,NA,NA,NA,NA,4,0.598,26.54,5.54,27.76,538
"Morgan","Morgan",2007-07-31,0.317361111111111,NA,NA,NA,NA,NA,3.2,0.168,30.31,6.33,36.29,NA
"Mud","Mud",2007-07-31,0.413194444444444,NA,NA,NA,NA,NA,2,0.453,25.9,8.08,45.46,NA
"North Bear","North Bear",2007-07-31,0.438194444444444,NA,NA,NA,NA,NA,0.8,0.031,20.14,9.63,24.44,NA
"Otter","Otter",2007-07-31,0.355555555555556,NA,NA,NA,NA,NA,0.4,0.131,27.17,5.16,27.46,NA
"Lime","Lime",2007-08-02,0.523611111111111,NA,NA,NA,NA,NA,2.4,0.166,19.47,7.42,18.74,NA
"Lime","Lime240",2007-08-02,0.475694444444444,NA,NA,NA,NA,NA,5.2,0.18,21.63,5.25492681802466,15.52,NA
"Lime","Lime250",2007-08-02,0.484027777777778,NA,NA,NA,NA,NA,6,0.161,20.02,3.76708539817909,13.6,NA
"Lime","Lime290",2007-08-02,0.497222222222222,NA,NA,NA,NA,NA,19.6,0.121,15.71,4.79278552495102,19.57,NA
"Lime","LimeFin",2007-08-02,0.511111111111111,NA,NA,NA,NA,NA,6,0.121,19.44,6.77,18.01,NA
"Indian Creek","Dry",2007-08-06,0.391666666666667,NA,NA,NA,NA,NA,NA,0.038,24.27,2.84,34.86,383
"Indian Creek","ICLM",2007-08-06,0.404166666666667,NA,NA,NA,NA,NA,4.8,0.168,29.34,1.84,36.64,448
"Indian Creek","ICS",2007-08-06,0.43125,NA,NA,NA,NA,NA,2.8,0.151,35.21,1.45,34.08,189
"Indian Creek","ICThom",2007-08-06,0.377083333333333,NA,NA,NA,NA,NA,2.4,0.134,30.64,2.22,37.24,364
"McLoud Run","MC42",2007-08-06,0.363194444444444,NA,NA,NA,NA,NA,1.2,0.101,63.02,4.87,47.54,86
"McLoud Run","MCJ",2007-08-06,0.351388888888889,NA,NA,NA,NA,NA,NA,NA,55.51,3.46,47.19,521
"Bear","Bear",2007-08-07,0.344444444444444,NA,NA,NA,NA,NA,25.2,NA,17.2,3.2,28.09,NA
"Blue","Blue",2007-08-07,0.388194444444444,NA,NA,NA,NA,NA,14.4,NA,27.46,3.14,20.17,15531
"Morgan","Morgan",2007-08-07,0.316666666666667,NA,NA,NA,NA,NA,10,NA,30.54,3.99,37.22,NA
"Mud","Mud",2007-08-07,0.41875,NA,NA,NA,NA,NA,4,NA,2.33,0.73,3.17,NA
"North Bear","North Bear",2007-08-07,0.436805555555556,NA,NA,NA,NA,NA,52,NA,12.54,4.39,13.65,NA
"Otter","Otter",2007-08-07,0.360416666666667,NA,NA,NA,NA,NA,22,NA,22.46,4.4,22.65,NA
"Lime","Lime",2007-08-09,0.463194444444444,NA,NA,NA,NA,NA,15.6,0.33,7.81,8.87,16.38,NA
"Lime","Lime240",2007-08-09,0.416666666666667,NA,NA,NA,NA,NA,4.4,0.2,26.23,5.33,17.1,NA
"Lime","Lime250",2007-08-09,0.425694444444444,NA,NA,NA,NA,NA,6.4,0.225,22.71,3.97,14.86,NA
"Lime","Lime290",2007-08-09,0.438194444444444,NA,NA,NA,NA,NA,4.8,0.238,17.9,8.79,17.45,NA
"Lime","LimeFin",2007-08-09,0.452083333333333,NA,NA,NA,NA,NA,3.6,NA,18.64,8.68,16.17,NA
"Indian Creek","ICS",2006-05-15,0.381944444444444,NA,NA,NA,NA,NA,NA,0.393,18.69,10.51,26.2,NA
"Indian Creek","ICThom",2006-05-15,0.416666666666667,NA,NA,NA,NA,NA,NA,0.568,37.5,12.9,26.47,NA
"Bear","Bear",2006-05-16,0.40625,NA,NA,NA,NA,NA,NA,NA,21.88,12.38,23.12,NA
"Morgan","Morgan",2006-05-16,0.372916666666667,NA,NA,NA,NA,NA,NA,0.337,30.52,10.86,24.84,NA
"Otter","Otter",2006-05-16,0.445833333333333,NA,NA,NA,NA,NA,NA,0.348,30.52,10.86,24.84,NA
"Blue","Blue",2006-05-18,0.4375,NA,NA,NA,NA,NA,4.8,0.094,30.48,9.09,22.77,NA
"Lime","Lime",2006-05-18,0.381944444444444,NA,NA,NA,NA,NA,3.2,0.065,27.24,15.62,15.51,NA
"Mud","Mud",2006-05-18,0.4125,NA,NA,NA,NA,NA,23.2,0.148,20.96,14.39,23.45,NA
"North Bear","North Bear",2006-05-18,0.395833333333333,NA,NA,NA,NA,NA,2,0.027,23.89,13.19,31.26,NA
"Indian Creek","Dry",2006-05-19,0.34375,NA,NA,NA,NA,NA,4.8,0.129,30.1,6.72,32.76,NA
"Indian Creek","ICLM",2006-05-19,0.357638888888889,NA,NA,NA,NA,NA,4.4,0.067,37.17,16.63,25.17,NA
"Indian Creek","ICS",2006-05-19,0.375,NA,NA,NA,NA,NA,4,0.033,39.24,9.95,28.79,NA
"Indian Creek","ICThom",2006-05-19,0.329861111111111,NA,NA,NA,NA,NA,10,0.054,35.85,13,28.1,NA
"McLoud Run","MC42",2006-05-19,0.440972222222222,NA,NA,NA,NA,NA,8.8,0.079,86.79,3.79,59.18,NA
"McLoud Run","MCJ",2006-05-19,0.305555555555556,NA,NA,NA,NA,NA,NA,0.037,65.63,2.97,51.9,NA
"Indian Creek","Dry",2006-05-22,0.396527777777778,NA,NA,NA,NA,NA,1.2,0.104,24.78,3.04,35.49,NA
"Indian Creek","ICLM",2006-05-22,0.415972222222222,NA,NA,NA,NA,NA,6.4,0.057,39.72,14.28,24.69,NA
"Indian Creek","ICS",2006-05-22,0.416666666666667,NA,NA,NA,NA,NA,4,NA,37.86,7.8,28.57,NA
"Indian Creek","ICThom",2006-05-22,0.375,NA,NA,NA,NA,NA,3.2,0.049,33.78,10.87,28.34,NA
"McLoud Run","MC42",2006-05-22,0.359722222222222,NA,NA,NA,NA,NA,NA,0.099,84.74,3.66,57.07,NA
"McLoud Run","MCJ",2006-05-22,0.348611111111111,NA,NA,NA,NA,NA,NA,0.104,64.29,2.8,50.57,NA
"Bear","Bear",2006-05-23,0.3375,NA,NA,NA,NA,NA,28.8,0.081,21.88,11.58,24.42,NA
"Blue","Blue",2006-05-23,0.372916666666667,NA,NA,NA,NA,NA,8.4,0.136,31.54,8.49,26.03,NA
"Lime","Lime",2006-05-23,0.41875,NA,NA,NA,NA,NA,5.6,0.06,27.76,15.06,18.3,NA
"Morgan","Morgan",2006-05-23,0.322916666666667,NA,NA,NA,NA,NA,8.4,0.03,29.01,9.3,30.31,NA
"Mud","Mud",2006-05-23,0.392361111111111,NA,NA,NA,NA,NA,26.4,0.153,22.12,13.88,28.02,NA
"North Bear","North Bear",2006-05-23,0.409722222222222,NA,NA,NA,NA,NA,8,NA,24.15,12.89,39.36,NA
"Otter","Otter",2006-05-23,0.354861111111111,NA,NA,NA,NA,NA,NA,0.153,30.48,9.66,25.5,NA
"Indian Creek","Dry",2006-05-25,0.386111111111111,NA,NA,NA,NA,NA,NA,0.156,22.13,2.38,34.6,NA
"Indian Creek","ICLM",2006-05-25,0.413888888888889,NA,NA,NA,NA,NA,4.8,0.144,36.42,14.12,25.36,NA
"Indian Creek","ICS",2006-05-25,0.428472222222222,NA,NA,NA,NA,NA,4.4,0.076,38.48,6.49,29.7,NA
"Indian Creek","ICThom",2006-05-25,0.368055555555556,NA,NA,NA,NA,NA,12.8,0.064,34.01,10.29,28.48,NA
"McLoud Run","MC42",2006-05-25,0.354166666666667,NA,NA,NA,NA,NA,NA,0.089,81.1,4.13,56.56,NA
"McLoud Run","MCJ",2006-05-25,0.341666666666667,NA,NA,NA,NA,NA,NA,0.051,64.16,2.97,50.72,NA
"Indian Creek","Dry",2006-05-30,0.570138888888889,NA,NA,NA,NA,NA,2.4,0.097,23.5,3.09,33.91,NA
"Indian Creek","ICLM",2006-05-30,0.0854166666666667,NA,NA,NA,NA,NA,3.2,0.118,34.32,17.96,22.81,NA
"Indian Creek","ICS",2006-05-30,0.609027777777778,NA,NA,NA,NA,NA,6.8,0.152,35.75,10.83,25.93,NA
"Indian Creek","ICThom",2006-05-30,0.367361111111111,NA,NA,NA,NA,NA,7.2,0.118,33.66,14.24,25.21,NA
"McLoud Run","MC42",2006-05-30,0.353472222222222,NA,NA,NA,NA,NA,NA,0.097,75.44,4.18,54.14,NA
"McLoud Run","MCJ",2006-05-30,0.340277777777778,NA,NA,NA,NA,NA,1.2,0.114,60.44,3,49.2,NA
"Bear","Bear",2006-06-01,0.333333333333333,NA,NA,NA,NA,NA,21.2,0.178,21.58,10.46,24.91,NA
"Blue","Blue",2006-06-01,0.396527777777778,NA,NA,NA,NA,NA,5.2,0.081,29.51,6.52,26.57,NA
"Lime","Lime",2006-06-01,0.46875,NA,NA,NA,NA,NA,5.6,0.153,24.51,12,23.33,NA
"Morgan","Morgan",2006-06-01,0.322916666666667,NA,NA,NA,NA,NA,24,0.212,28.38,8.95,29.93,NA
"Mud","Mud",2006-06-01,0.375,NA,NA,NA,NA,NA,37.2,0.178,23.45,13.01,29.87,NA
"North Bear","North Bear",2006-06-01,0.451388888888889,NA,NA,NA,NA,NA,9.2,0.06,24.51,12,23.33,NA
"Otter","Otter",2006-06-01,0.361111111111111,NA,NA,NA,NA,NA,1.2,0.136,29.64,7.95,23.99,NA
"Indian Creek","Dry",2006-06-02,0.379861111111111,NA,NA,NA,NA,NA,2.8,0.144,25.64,3.3,33.3,NA
"Indian Creek","ICLM",2006-06-02,0.399305555555556,NA,NA,NA,NA,NA,9.2,0.228,33.41,17.65,22.2,NA
"Indian Creek","ICS",2006-06-02,0.424305555555556,NA,NA,NA,NA,NA,11.2,0.144,34.55,10.42,25.82,NA
"Indian Creek","ICThom",2006-06-02,0.364583333333333,NA,NA,NA,NA,NA,12.4,0.123,32.59,13.35,25.37,NA
"McLoud Run","MC42",2006-06-02,0.352083333333333,NA,NA,NA,NA,NA,NA,0.119,73.31,4.24,53.17,NA
"McLoud Run","MCJ",2006-06-02,0.340277777777778,NA,NA,NA,NA,NA,24.4,0.093,59.23,3.04,48.66,NA
"Indian Creek","Dry",2006-06-05,0.392361111111111,NA,NA,NA,NA,NA,2.4,0.103,21.98,2.35,33.41,NA
"Indian Creek","ICLM",2006-06-05,0.409027777777778,NA,NA,NA,NA,NA,12.4,0.132,32.03,15.55,23.27,NA
"Indian Creek","ICS",2006-06-05,0.432638888888889,NA,NA,NA,NA,NA,8.8,0.148,34.9,8.11,27.42,NA
"Indian Creek","ICThom",2006-06-05,0.371527777777778,NA,NA,NA,NA,NA,12,0.136,31.05,11.96,25.95,NA
"McLoud Run","MC42",2006-06-05,0.358333333333333,NA,NA,NA,NA,NA,0.8,0.103,68.81,4.19,50.8,NA
"McLoud Run","MCJ",2006-06-05,0.345833333333333,NA,NA,NA,NA,NA,2.4,0.107,57.38,2.97,47.32,NA
"Bear","Bear",2006-06-06,0.346527777777778,NA,NA,NA,NA,NA,34,0.197,19.93,9.31,24.01,NA
"Blue","Blue",2006-06-06,0.479861111111111,NA,NA,NA,NA,NA,12,0.072,27.61,5.7,25.97,NA
"Lime","Lime",2006-06-06,0.452083333333333,NA,NA,NA,NA,NA,10.8,0.21,26.29,10.72,19.61,NA
"Morgan","Morgan",2006-06-06,0.324305555555556,NA,NA,NA,NA,NA,348.4,0.434,8.76,1.66,10.97,NA
"Mud","Mud",2006-06-06,0.404166666666667,NA,NA,NA,NA,NA,50.8,0.274,23.9,12.63,30.42,NA
"North Bear","North Bear",2006-06-06,0.438194444444444,NA,NA,NA,NA,NA,14,0.141,23.21,11.2,22.88,NA
"Otter","Otter",2006-06-06,0.369444444444444,NA,NA,NA,NA,NA,3.6,0.218,27.45,6.79,22.67,NA
"Indian Creek","Dry",2006-06-08,0.415277777777778,NA,NA,NA,NA,NA,NA,0.269,26.8,19.27,29.09,NA
"Indian Creek","ICLM",2006-06-08,0.429861111111111,NA,NA,NA,NA,NA,3.2,0.196,32.78,24.18,19.41,NA
"Indian Creek","ICS",2006-06-08,0.465277777777778,NA,NA,NA,NA,NA,2.8,0.304,27.75,17.19,20.92,NA
"Indian Creek","ICThom",2006-06-08,0.390277777777778,NA,NA,NA,NA,NA,0.4,0.235,30.8,21.7,23.43,NA
"McLoud Run","MC42",2006-06-08,0.374305555555556,NA,NA,NA,NA,NA,NA,0.114,73.24,4.17,52.8,NA
"McLoud Run","MCJ",2006-06-08,0.360416666666667,NA,NA,NA,NA,NA,NA,0.097,58.43,2.76,45.74,NA
"Indian Creek","Dry",2006-06-12,0.393055555555556,NA,NA,NA,NA,NA,13.6,0.244,28.32,20.23,22.53,NA
"Indian Creek","ICLM",2006-06-12,0.415277777777778,NA,NA,NA,NA,NA,13.6,0.219,34.01,24.61,19.51,NA
"Indian Creek","ICS",2006-06-12,0.4375,NA,NA,NA,NA,NA,20,0.26,32.82,20.47,21.48,NA
