"Site","Date","Time","DO","Temp","pH","Cond","Turb","TSS","DRP","Cl","NO3-N","SO4","E coli"
"MCJ","39244","0.34722222222222199",NA,NA,NA,NA,NA,"2.4","4.8000000000000001E-2","61.15","3.42","48.45","670"
"Bear","39245","0.34930555555555598",NA,NA,NA,NA,NA,"6","0.09","18.84","13.17","23.32","NA"
"Blue","39245","0.38055555555555598",NA,NA,NA,NA,NA,"5.6","8.5999999999999993E-2","24.65","9.4","19.11","816"
"Morgan","39245","0.33055555555555599",NA,NA,NA,NA,NA,"7.6","0.10199999999999999","24.04","10.76","23.32","NA"
"Mud","39245","0.40486111111111101",NA,NA,NA,NA,NA,"12.4","0.107","19.89","15.39","23.94","NA"
"NBear","39245","0.42638888888888898",NA,NA,NA,NA,NA,"2.8","4.3999999999999997E-2","19.55","15.44","16.05","NA"
"Otter","39245","0.36319444444444399",NA,NA,NA,NA,NA,"3.2","0.09","24.57","11.66","18.12","NA"
"BF1","39247","0.45902777777777798",NA,NA,NA,NA,NA,"2.8","8.4000000000000005E-2","25.14","20.71","14.46","NA"
"BF2","39247","0.46875",NA,NA,NA,NA,NA,"0.99","3.7999999999999999E-2","25.82","20.39","14.61","NA"
"BF3","39247","0.47013888888888899",NA,NA,NA,NA,NA,"5.6","3.7999999999999999E-2","26.2","11.33","14.13","NA"
"BF4","39247","0.47638888888888897",NA,NA,NA,NA,NA,"BDL","5.0999999999999997E-2","26.4","12.86","13.91","NA"
"Lime","39247","0.52986111111111101",NA,NA,NA,NA,NA,"0.4","7.1999999999999995E-2","18.670000000000002","14.56","14.06","NA"
"Lime240","39247","0.48819444444444399",NA,NA,NA,NA,NA,"1.6","3.7999999999999999E-2","19.28","15.68","13.01","NA"
"Lime250","39247","0.49444444444444402",NA,NA,NA,NA,NA,"2.4","5.8999999999999997E-2","18.760000000000002","14.25","12.9","NA"
"Lime290","39247","0.50416666666666698",NA,NA,NA,NA,NA,"0.8","3.7999999999999999E-2","18.059999999999999","17","13.5","NA"
"LimeFin","39247","0.51388888888888895",NA,NA,NA,NA,NA,"4","3.7999999999999999E-2","18.829999999999998","15.16","13.71","NA"
"Dry","39251","0.390972222222222",NA,NA,NA,NA,NA,"4","4.5999999999999999E-2","20.97","2.48","28.98","345"
"ICLM","39251","0.405555555555556",NA,NA,NA,NA,NA,"8.4","0.114","23.32","9.67","19.73","1515"
"ICS","39251","0.43125000000000002",NA,NA,NA,NA,NA,"4.8","9.2999999999999999E-2","27.43","4.4000000000000004","22.79","857"
"ICThom","39251","0.37361111111111101",NA,NA,NA,NA,NA,"11.2","0.11","24.28","6.53","23.45","1553"
"MC42","39251","0.36180555555555599",NA,NA,NA,NA,NA,"1.6","8.8999999999999996E-2","53.49","4.28","38.909999999999997","404"
"MCJ","39251","0.34722222222222199",NA,NA,NA,NA,NA,"2","0.05","51.25","3.34","40.950000000000003","934"
"Bear","39252","0.375694444444444",NA,NA,NA,NA,NA,"42","0.17","19.36","7.52","17.18","NA"
"Blue","39252","0.40486111111111101",NA,NA,NA,NA,NA,"54.4","0.17899999999999999","22.21","5.74","14.58","12033"
"Morgan","39252","0.34027777777777801",NA,NA,NA,NA,NA,"30.8","0.47699999999999998","21.77","8.74","21.64","NA"
"Mud","39252","0.43125000000000002",NA,NA,NA,NA,NA,"2","0.19900000000000001","15.88","11.05","20.74","NA"
"NBear","39252","0.45833333333333298",NA,NA,NA,NA,NA,"6.8","0.32","10.1","8.39","10.47","NA"
"Otter","39252","0.359027777777778",NA,NA,NA,NA,NA,"11.2","0.183","15.25","10.210000000000001","17.670000000000002","NA"
"BF1","39254","0.37777777777777799",NA,NA,NA,NA,NA,"BDL","0.113","23.58","20.170000000000002","13.62","NA"
"BF2","39254","0.38263888888888897",NA,NA,NA,NA,NA,"BDL","0.14099999999999999","23.31","18.41","13.07","NA"
"BF3","39254","0.38680555555555601",NA,NA,NA,NA,NA,"33.200000000000003","0.46500000000000002","23.21","10.02","12.22","NA"
"BF4","39254","0.390277777777778",NA,NA,NA,NA,NA,"0.8","0.109","22.97","10.89","13.47","NA"
"Lime","39254","0.43888888888888899",NA,NA,NA,NA,NA,"0.8","8.4000000000000005E-2","14.72","9.08","13.49","NA"
"Lime240","39254","0.40069444444444402",NA,NA,NA,NA,NA,"0.8","6.4000000000000001E-2","15.8","9.5","11.95","NA"
"Lime250","39254","0.40972222222222199",NA,NA,NA,NA,NA,"4","9.1999999999999998E-2","14.81","8.66","11.58","NA"
"Lime290","39254","0.42013888888888901",NA,NA,NA,NA,NA,"0.8","0.06","13.85","9.8699999999999992","13.35","NA"
"LimeFin","39254","0.43125000000000002",NA,NA,NA,NA,NA,"4","9.6000000000000002E-2","15.09","9.92","14.42","NA"
"Dry","39258","0.38611111111111102",NA,NA,NA,NA,NA,"9.1999999999999993","0.39700000000000002","13.29","12.66","14.36","1725"
"ICLM","39258","0.39861111111111103",NA,NA,NA,NA,NA,"8.8000000000000007","0.249","15.18","16.36","13.55","4611"
"ICS","39258","0.41875000000000001",NA,NA,NA,NA,NA,"10","0.39300000000000002","13.77","12.22","13.7","3654"
"ICThom","39258","0.375694444444444",NA,NA,NA,NA,NA,"8.4","0.438","14.44","14.66","14.48","2755"
"MC42","39258","0.35694444444444401",NA,NA,NA,NA,NA,"1.2","0.125","57.18","2.92","40.659999999999997","581"
"MCJ","39258","0.34375",NA,NA,NA,NA,NA,"1.2","0.11700000000000001","48.25","2.42","37.61","794"
"Bear","39259","0.33680555555555602",NA,NA,NA,NA,NA,"4.8","0.26","14.04","12.17","17.079999999999998","NA"
"Blue","39259","0.38402777777777802",NA,NA,NA,NA,NA,"5.6","0.19800000000000001","17.809999999999999","9.85","16.07","NA"
"Morgan","39259","0.31736111111111098",NA,NA,NA,NA,NA,"9.1999999999999993","0.23100000000000001","17.579999999999998","9.9","20.09","NA"
"Mud","39259","0.41527777777777802",NA,NA,NA,NA,NA,"5.6","0.23899999999999999","15.12","13.48","21.09","NA"
"NBear","39259","0.438194444444444",NA,NA,NA,NA,NA,"1.6","8.2000000000000003E-2","14.38","13.76","15.38","NA"
"Otter","39259","0.359027777777778",NA,NA,NA,NA,NA,"2","0.19800000000000001","17.37","12.92","15.44","NA"
"BF1","39261","0.38194444444444398",NA,NA,NA,NA,NA,"BDL","0.13","20.69","19.149999999999999","13.27","NA"
"BF2","39261","0.389583333333333",NA,NA,NA,NA,NA,"BDL","0.154","19.239999999999998","17.5","13.22","NA"
"BF3","39261","0.39236111111111099",NA,NA,NA,NA,NA,"51.9","2.62","21.04","3.63","11.3","NA"
"BF4","39261","0.40208333333333302",NA,NA,NA,NA,NA,"1.2","0.16200000000000001","18.45","10.32","11.78","NA"
"Lime","39261","0.46319444444444402",NA,NA,NA,NA,NA,"2.4","0.14199999999999999","12.74","8.99","12.27","NA"
"Lime240","39261","0.422222222222222",NA,NA,NA,NA,NA,"2.8","0.16600000000000001","15.46","9.51","11.15","NA"
"Lime250","39261","0.43125000000000002",NA,NA,NA,NA,NA,"BDL","0.122","12.41","8.51","10.88","NA"
"Lime290","39261","0.44305555555555598",NA,NA,NA,NA,NA,"2.8","0.11","14.2","9.36","12.03","NA"
"LimeFin","39261","0.45486111111111099",NA,NA,NA,NA,NA,"3.6","0.13","12.2","9.25","11.81","NA"
"Dry","39265","0.38611111111111102",NA,NA,NA,NA,NA,"0.4","3.5000000000000003E-2","18.12","4.4800000000000004","23.88","272"
"ICLM","39265","0.40138888888888902",NA,NA,NA,NA,NA,"1.2","0.111","17.48","10.01","18.239999999999998","1014"
"ICS","39265","0.41944444444444401",NA,NA,NA,NA,NA,"2","BDL","21.06","5.86","20.420000000000002","292"
"ICThom","39265","0.36666666666666697",NA,NA,NA,NA,NA,"4","0.10299999999999999","19.32","7.57","21.35","NA"
"MC42","39265","0.35277777777777802",NA,NA,NA,NA,NA,"0.4","BDL","52.64","3.93","37.42","345"
"MCJ","39265","0.343055555555556",NA,NA,NA,NA,NA,"0.4","3.5000000000000003E-2","48.09","3.11","39.46","677"
"Bear","39266","0.47222222222222199",NA,NA,NA,NA,NA,"10.8","7.3999999999999996E-2","11.94","7.73","15.78","NA"
"BF1","39266","0.29166666666666702",NA,NA,NA,NA,NA,"BDL","0.06","21.43","18.03","12.78","NA"
"BF2","39266","0.29861111111111099",NA,NA,NA,NA,NA,"BDL","0.107","20.45","16.36","12.45","NA"
"BF3","39266","0.30555555555555602",NA,NA,NA,NA,NA,"31.6","5.91","20.72","6.26","10.87","NA"
"BF4","39266","0.3125",NA,NA,NA,NA,NA,"0.8","BDL","20.350000000000001","10.210000000000001","11.53","NA"
"Blue","39266","0.41944444444444401",NA,NA,NA,NA,NA,"4.4000000000000004","3.2000000000000001E-2","15.49","5.3","16.59","813"
"Lime","39266","0.36805555555555602",NA,NA,NA,NA,NA,"1.6","3.2000000000000001E-2","15.11","7.6","13.72","NA"
"Lime240","39266","0.32638888888888901",NA,NA,NA,NA,NA,"8","2.1999999999999999E-2","14.56","7.23","11.91","NA"
"Lime250","39266","0.33541666666666697",NA,NA,NA,NA,NA,"4.4000000000000004","3.5999999999999997E-2","13.23","5.96","11.26","NA"
"Lime290","39266","0.35069444444444398",NA,NA,NA,NA,NA,"3.6","BDL","11.99","6.97","14.25","NA"
"LimeFin","39266","0.35763888888888901",NA,NA,NA,NA,NA,"0.8","1.6E-2","13.94","7.46","13.23","NA"
"Morgan","39266","0.50138888888888899",NA,NA,NA,NA,NA,"5.6","BDL","14.95","6.48","18.46","NA"
"Mud","39266","0.38541666666666669",NA,NA,NA,NA,NA,"9.6","0.23","13.24","9.7100000000000009","21.08","NA"
"NBear","39266","0.40625",NA,NA,NA,NA,NA,"2","BDL","13.62","8.49","15.54","NA"
"Otter","39266","0.45833333333333298",NA,NA,NA,NA,NA,"2","5.5E-2","17.11","6.25","15.44","NA"
"Dry","39272","0.389583333333333",NA,NA,NA,NA,NA,"1.2","0.109","14.65","1.79","21.53","228"
"ICLM","39272","0.405555555555556",NA,NA,NA,NA,NA,"2.4","0.17699999999999999","17.02","4.59","17.54","805"
"ICS","39272","0.43888888888888899",NA,NA,NA,NA,NA,"0.8","6.2E-2","20.38","2.0499999999999998","18.5","341"
"ICThom","39272","0.37291666666666701",NA,NA,NA,NA,NA,"4.4000000000000004","0.109","18.239999999999998","3.32","20.399999999999999","521"
"MC42","39272","0.35763888888888901",NA,NA,NA,NA,NA,"0.4","0.13","45.82","3.67","32.22","193"
"MCJ","39272","0.34722222222222199",NA,NA,NA,NA,NA,"BDL","0.11700000000000001","43.55","2.76","36.299999999999997","520"
"Bear","39273","0.35555555555555601",NA,NA,NA,NA,NA,"3.6","0.14199999999999999","11.12","4.93","16.18","NA"
"Blue","39273","0.41388888888888897",NA,NA,NA,NA,NA,"2.4","3.5999999999999997E-2","14.51","3.15","15.92","798"
"Morgan","39273","0.328472222222222",NA,NA,NA,NA,NA,"2","0.112","14.98","4.75","19","NA"
"Mud","39273","0.44166666666666698",NA,NA,NA,NA,NA,"3.2","0.64400000000000002","15.39","6.98","20.97","NA"
"NBear","39273","0.46597222222222201",NA,NA,NA,NA,NA,"1.6","BDL","10.36","5.32","13.48","NA"
"Otter","39273","0.37986111111111098",NA,NA,NA,NA,NA,"0.4","0.125","14.08","3.92","14.3","NA"
"BF1","39275","0.389583333333333",NA,NA,NA,NA,NA,"0.8","BDL","21.61","22.18","12.31","NA"
"BF2","39275","0.39583333333333298",NA,NA,NA,NA,NA,"1.6","2.3E-2","22.48","22.26","12.82","NA"
"BF3","39275","0.40138888888888902",NA,NA,NA,NA,NA,"9.1999999999999993","BDL","23.64","6.24","9.69","NA"
"BF4","39275","0.40763888888888899",NA,NA,NA,NA,NA,"0.4","BDL","24.59","15.89","12.4","NA"
"Lime","39275","0.45902777777777798",NA,NA,NA,NA,NA,"2","3.3000000000000002E-2","17.82","7.1","16.41","NA"
"Lime240","39275","0.42013888888888901",NA,NA,NA,NA,NA,"14.8","BDL","18.38","1.66","11.23","NA"
"Lime250","39275","0.42777777777777798",NA,NA,NA,NA,NA,"2.4","BDL","13.53","2.3199999999999998","12.3","NA"
"Lime290","39275","0.438194444444444",NA,NA,NA,NA,NA,"3.6","BDL","10.86","4.08","19.420000000000002","NA"
"LimeFin","39275","0.44930555555555601",NA,NA,NA,NA,NA,"3.2","BDL","16.559999999999999","6.52","15.93","NA"
"Bear","39280","0.51666666666666705",NA,NA,NA,NA,NA,"238.8","1.65","5.85","1.95","8.08","NA"
"Blue","39280","0.54861111111111105",NA,NA,NA,NA,NA,"18.399999999999999","0.6","9.6999999999999993","1.71","7.75","24196"
"Morgan","39280","0.50138888888888899",NA,NA,NA,NA,NA,"21.2","0.85","12.83","2.67","13.18","NA"
"Mud","39280","0.57847222222222205",NA,NA,NA,NA,NA,"1.6","0.45","22.5","7.69","34.92","NA"
"NBear","39280","0.59722222222222221",NA,NA,NA,NA,NA,"40","0.73","6.66","3.47","8.23","NA"
"Otter","39280","0.530555555555556",NA,NA,NA,NA,NA,"19.600000000000001","0.69","9.68","1.8","9.18","NA"
"Dry","39281","0.38611111111111102",NA,NA,NA,NA,NA,"27.6","0.53100000000000003","16.79","2.0099999999999998","18.8","24196"
"ICS","39281","0.41805555555555601",NA,NA,NA,NA,NA,"80","0.60499999999999998","16.84","1.53","16.45","24196"
"ICThom","39281","0.375694444444444",NA,NA,NA,NA,NA,"33.200000000000003","0.61799999999999999","20.149999999999999","2.4300000000000002","19.77","24196"
"MC42","39281","0.36249999999999999",NA,NA,NA,NA,NA,"4","0.183","38.590000000000003","1.73","33.64","857"
"MCJ","39281","0.34930555555555598",NA,NA,NA,NA,NA,"5.6","0.191","39.369999999999997","1.86","36.520000000000003","3873"
"BF1","39282","0.38263888888888897",NA,NA,NA,NA,NA,"0.4","8.6999999999999994E-2","17.45","14.78","15.91","NA"
"BF2","39282","0.389583333333333",NA,NA,NA,NA,NA,"0.8","0.11899999999999999","17.190000000000001","14.3","15.47","NA"
"BF3","39282","0.39374999999999999",NA,NA,NA,NA,NA,"56","1.044","28.46","0.51","4.4400000000000004","NA"
"BF4","39282","0.39652777777777798",NA,NA,NA,NA,NA,"12.8","8.6999999999999994E-2","18.329999999999998","7.04","14.11","NA"
"Lime","39282","0.44722222222222202",NA,NA,NA,NA,NA,"29.6","0.19","7.99","5.15","7.42","NA"
"Lime240","39282","0.405555555555556",NA,NA,NA,NA,NA,"8.8000000000000007","0.128","11.49","6.04","9","NA"
"Lime250","39282","0.41388888888888897",NA,NA,NA,NA,NA,"8.4","1.41","8.7799999999999994","4.1900000000000004","7.48","NA"
"Lime290","39282","0.42569444444444399",NA,NA,NA,NA,NA,"21.2","0.999","6.86","3.55","5.74","NA"
"LimeFin","39282","0.438194444444444",NA,NA,NA,NA,NA,"42","0.72299999999999998","8.0299999999999994","4.92","7.18","NA"
"BF1","39289","0.38124999999999998",NA,NA,NA,NA,NA,"BDL","0.126","32.67","22.55","16.86","NA"
"BF2","39289","0.38611111111111102",NA,NA,NA,NA,NA,"BDL","9.5000000000000001E-2","32.43","22.35","16.989999999999998","NA"
"BF3","39289","0.390972222222222",NA,NA,NA,NA,NA,"15.2","5.1999999999999998E-2","31.96","4.63","9.67","NA"
"BF4","39289","0.39444444444444399",NA,NA,NA,NA,NA,"BDL","7.6999999999999999E-2","31.96","4.63","9.67","NA"
"Lime","39289","0.44305555555555598",NA,NA,NA,NA,NA,"3.2","0.21","20.190000000000001","9.35","18.13","NA"
"Lime240","39289","0.40625",NA,NA,NA,NA,NA,"2","0.19700000000000001","22.51","7.86","15.46","NA"
"Lime250","39289","0.41319444444444398",NA,NA,NA,NA,NA,"0.4","0.122","20.47","7.01","14.52","NA"
"Lime290","39289","0.42499999999999999",NA,NA,NA,NA,NA,"2","0.184","18.93","8.11","18.91","NA"
"LimeFin","39289","0.43541666666666701",NA,NA,NA,NA,NA,"1.2","0.122","20.100000000000001","9.16","17.55","NA"
"Dry","39290","0.40347222222222201",NA,NA,NA,NA,NA,"4.4000000000000004","0.109","28.85","1.93","29.65","9208"
"ICLM","39290","0.42430555555555599",NA,NA,NA,NA,NA,"9.6","0.19700000000000001","29.71","2.74","31.86","3255"
"ICS","39290","0.45138888888888901",NA,NA,NA,NA,NA,"8.4","0.11700000000000001","31.11","1.5","27.86","5794"
"ICThom","39290","0.38680555555555601",NA,NA,NA,NA,NA,"3.6","0.13500000000000001","23.06","1.8","24.62","6049"
"MC42","39290","0.37013888888888902",NA,NA,NA,NA,NA,"10.4","0.11700000000000001","31.62","1.5","21.42","4352"
"MCJ","39290","0.358333333333333",NA,NA,NA,NA,NA,"5.6","0.16600000000000001","27.73","1.4","19.95","2909"
"Dry","39293","0.39513888888888898",NA,NA,NA,NA,NA,"0.8","3.9E-2","24.74","2.93","35.51","512"
"ICLM","39293","0.406944444444444",NA,NA,NA,NA,NA,"4","0.16400000000000001","30.53","2.2799999999999998","34.6","556"
"ICS","39293","0.43125000000000002",NA,NA,NA,NA,NA,"2","0.13900000000000001","36.549999999999997","1.41","33.229999999999997","213"
"ICThom","39293","0.375694444444444",NA,NA,NA,NA,NA,"2.4","8.5000000000000006E-2","31.3","2.37","35.909999999999997","495"
"MC42","39293","0.360416666666667",NA,NA,NA,NA,NA,"0.4","4.7E-2","64.3","4.9000000000000004","48.79","171"
"MCJ","39293","0.34930555555555598",NA,NA,NA,NA,NA,"2.8","BDL","58.25","3.75","49.28","295"
"Bear","39294","0.33402777777777798",NA,NA,NA,NA,NA,"3.6","0.193","21.09","4.03","33.56","NA"
"Blue","39294","0.38194444444444398",NA,NA,NA,NA,NA,"4","0.59799999999999998","26.54","5.54","27.76","538"
"Morgan","39294","0.31736111111111098",NA,NA,NA,NA,NA,"3.2","0.16800000000000001","30.31","6.33","36.29","NA"
"Mud","39294","0.41319444444444398",NA,NA,NA,NA,NA,"2","0.45300000000000001","25.9","8.08","45.46","NA"
"NBear","39294","0.438194444444444",NA,NA,NA,NA,NA,"0.8","3.1E-2","20.14","9.6300000000000008","24.44","NA"
"Otter","39294","0.35555555555555601",NA,NA,NA,NA,NA,"0.4","0.13100000000000001","27.17","5.16","27.46","NA"
"BF1","39296","0.38194444444444398",NA,NA,NA,NA,NA,"BDL","0.21","34.65","24.421689524029041","14.71","NA"
"BF2","39296","0.390972222222222",NA,NA,NA,NA,NA,"4","0.21","34.11","23.891552379854787","14.42","NA"
"BF3","39296","0.39652777777777798",NA,NA,NA,NA,NA,"151.6","0.18","34.229999999999997","1.6154200760631554","5.33","NA"
"BF4","39296","0.40208333333333302",NA,NA,NA,NA,NA,"14","0.32","33.479999999999997","18.963581883139334","13.39","NA"
"Lime","39296","0.52361111111111103",NA,NA,NA,NA,NA,"2.4","0.16600000000000001","19.47","7.42","18.739999999999998","NA"
"Lime240","39296","0.47569444444444398",NA,NA,NA,NA,NA,"5.2","0.18","21.63","5.2549268180246633","15.52","NA"
"Lime250","39296","0.484027777777778",NA,NA,NA,NA,NA,"6","0.161","20.02","3.7670853981790939","13.6","NA"
"Lime290","39296","0.49722222222222201",NA,NA,NA,NA,NA,"19.600000000000001","0.121","15.71","4.7927855249510207","19.57","NA"
"LimeFin","39296","0.51111111111111096",NA,NA,NA,NA,NA,"6","0.121","19.440000000000001","6.77","18.010000000000002","NA"
"Dry","39300","0.391666666666667",NA,NA,NA,NA,NA,"BDL","3.7999999999999999E-2","24.27","2.84","34.86","383"
"ICLM","39300","0.40416666666666701",NA,NA,NA,NA,NA,"4.8","0.16800000000000001","29.34","1.84","36.64","448"
"ICS","39300","0.43125000000000002",NA,NA,NA,NA,NA,"2.8","0.151","35.21","1.45","34.08","189"
"ICThom","39300","0.37708333333333299",NA,NA,NA,NA,NA,"2.4","0.13400000000000001","30.64","2.2200000000000002","37.24","364"
"MC42","39300","0.36319444444444399",NA,NA,NA,NA,NA,"1.2","0.10100000000000001","63.02","4.87","47.54","86"
"MCJ","39300","0.35138888888888897",NA,NA,NA,NA,NA,"BDL","BDL","55.51","3.46","47.19","521"
"Bear","39301","0.344444444444444",NA,NA,NA,NA,NA,"25.2","NA","17.2","3.2","28.09","NA"
"Blue","39301","0.38819444444444401",NA,NA,NA,NA,NA,"14.4","NA","27.46","3.14","20.170000000000002","15531"
"Morgan","39301","0.31666666666666698",NA,NA,NA,NA,NA,"10","NA","30.54","3.99","37.22","NA"
"Mud","39301","0.41875000000000001",NA,NA,NA,NA,NA,"4","NA","2.33","0.73","3.17","NA"
"NBear","39301","0.436805555555556",NA,NA,NA,NA,NA,"52","NA","12.54","4.3899999999999997","13.65","NA"
"Otter","39301","0.360416666666667",NA,NA,NA,NA,NA,"22","NA","22.46","4.4000000000000004","22.65","NA"
"BF1","39303","0.390972222222222",NA,NA,NA,NA,NA,"BDL","0.155","35.15","24.2","15.29","NA"
"BF2","39303","0.39513888888888898",NA,NA,NA,NA,NA,"0.8","0.155","35.36","24.06","15.34","NA"
"BF3","39303","0.39791666666666697",NA,NA,NA,NA,NA,"106.4","0.2","35.94","0.84","4.6399999999999997","NA"
"BF4","39303","0.40138888888888902",NA,NA,NA,NA,NA,"28","0.2","35.42","19.05","14.45","NA"
"Lime","39303","0.46319444444444402",NA,NA,NA,NA,NA,"15.6","0.33","7.81","8.8699999999999992","16.38","NA"
"Lime240","39303","0.41666666666666702",NA,NA,NA,NA,NA,"4.4000000000000004","0.2","26.23","5.33","17.100000000000001","NA"
"Lime250","39303","0.42569444444444399",NA,NA,NA,NA,NA,"6.4","0.22500000000000001","22.71","3.97","14.86","NA"
"Lime290","39303","0.438194444444444",NA,NA,NA,NA,NA,"4.8","0.23799999999999999","17.899999999999999","8.7899999999999991","17.45","NA"
"LimeFin","39303","0.452083333333333",NA,NA,NA,NA,NA,"3.6","NA","18.64","8.68","16.170000000000002","NA"
"ICS","38852","0.38194444444444442",NA,NA,NA,NA,NA,"NA","0.39300000000000002","18.690000000000001","10.51","26.2",NA
"ICThom","38852","0.41666666666666669",NA,NA,NA,NA,NA,"NA","0.56799999999999995","37.5","12.9","26.47",NA
"Bear","38853","0.40625",NA,NA,NA,NA,NA,"BDL","NA","21.88","12.38","23.12",NA
"Morgan","38853","0.37291666666666662",NA,NA,NA,NA,NA,"BDL","0.33700000000000002","30.52","10.86","24.84",NA
"Otter","38853","0.4458333333333333",NA,NA,NA,NA,NA,"BDL","0.34799999999999998","30.52","10.86","24.84",NA
"Blue","38855","0.4375",NA,NA,NA,NA,NA,"4.8","9.4E-2","30.48","9.09","22.77",NA
"Lime","38855","0.38194444444444442",NA,NA,NA,NA,NA,"3.2","6.5000000000000002E-2","27.24","15.62","15.51",NA
"Mud","38855","0.41250000000000003",NA,NA,NA,NA,NA,"23.2","0.14799999999999999","20.96","14.39","23.45",NA
"NBear","38855","0.39583333333333331",NA,NA,NA,NA,NA,"2","2.7E-2","23.89","13.19","31.26",NA
"Dry","38856","0.34375",NA,NA,NA,NA,NA,"4.8","0.129","30.1","6.72","32.76",NA
"ICLM","38856","0.3576388888888889",NA,NA,NA,NA,NA,"4.4000000000000004","6.7000000000000004E-2","37.17","16.63","25.17",NA
"ICS","38856","0.375",NA,NA,NA,NA,NA,"4","3.3000000000000002E-2","39.24","9.9499999999999993","28.79",NA
"ICThom","38856","0.3298611111111111",NA,NA,NA,NA,NA,"10","5.3999999999999999E-2","35.85","13","28.1",NA
"MC42","38856","0.44097222222222227",NA,NA,NA,NA,NA,"8.8000000000000007","7.9000000000000001E-2","86.79","3.79","59.18",NA
"MCJ","38856","0.30555555555555552",NA,NA,NA,NA,NA,"BDL","3.6999999999999998E-2","65.63","2.97","51.9",NA
"Dry","38859","0.39652777777777781",NA,NA,NA,NA,NA,"1.2","0.104","24.78","3.04","35.49",NA
"ICLM","38859","0.41597222222222219",NA,NA,NA,NA,NA,"6.4","5.7000000000000002E-2","39.72","14.28","24.69",NA
"ICS","38859","0.41666666666666669",NA,NA,NA,NA,NA,"4","BDL","37.86","7.8","28.57",NA
"ICThom","38859","0.375",NA,NA,NA,NA,NA,"3.2","4.9000000000000002E-2","33.78","10.87","28.34",NA
"MC42","38859","0.35972222222222222",NA,NA,NA,NA,NA,"BDL","9.9000000000000005E-2","84.74","3.66","57.07",NA
"MCJ","38859","0.34861111111111115",NA,NA,NA,NA,NA,"BDL","0.104","64.290000000000006","2.8","50.57",NA
"Bear","38860","0.33749999999999997",NA,NA,NA,NA,NA,"28.8","8.1000000000000003E-2","21.88","11.58","24.42",NA
"Blue","38860","0.37291666666666662",NA,NA,NA,NA,NA,"8.4","0.13600000000000001","31.54","8.49","26.03",NA
"Lime","38860","0.41875000000000001",NA,NA,NA,NA,NA,"5.6","0.06","27.76","15.06","18.3",NA
"Morgan","38860","0.32291666666666669",NA,NA,NA,NA,NA,"8.4","0.03","29.01","9.3000000000000007","30.31",NA
"Mud","38860","0.3923611111111111",NA,NA,NA,NA,NA,"26.4","0.153","22.12","13.88","28.02",NA
"NBear","38860","0.40972222222222227",NA,NA,NA,NA,NA,"8","BDL","24.15","12.89","39.36",NA
"Otter","38860","0.35486111111111113",NA,NA,NA,NA,NA,"BDL","0.153","30.48","9.66","25.5",NA
"Dry","38862","0.38611111111111113",NA,NA,NA,NA,NA,"BDL","0.156","22.13","2.38","34.6",NA
"ICLM","38862","0.41388888888888892",NA,NA,NA,NA,NA,"4.8","0.14399999999999999","36.42","14.12","25.36",NA
"ICS","38862","0.4284722222222222",NA,NA,NA,NA,NA,"4.4000000000000004","7.5999999999999998E-2","38.479999999999997","6.49","29.7",NA
"ICThom","38862","0.36805555555555558",NA,NA,NA,NA,NA,"12.8","6.4000000000000001E-2","34.01","10.29","28.48",NA
"MC42","38862","0.35416666666666669",NA,NA,NA,NA,NA,"BDL","8.8999999999999996E-2","81.099999999999994","4.13","56.56",NA
"MCJ","38862","0.34166666666666662",NA,NA,NA,NA,NA,"BDL","5.0999999999999997E-2","64.16","2.97","50.72",NA
"Dry","38867","0.57013888888888886",NA,NA,NA,NA,NA,"2.4","9.7000000000000003E-2","23.5","3.09","33.909999999999997",NA
"ICLM","38867","8.5416666666666655E-2",NA,NA,NA,NA,NA,"3.2","0.11799999999999999","34.32","17.96","22.81",NA
"ICS","38867","0.60902777777777783",NA,NA,NA,NA,NA,"6.8","0.152","35.75","10.83","25.93",NA
"ICThom","38867","0.36736111111111108",NA,NA,NA,NA,NA,"7.2","0.11799999999999999","33.659999999999997","14.24","25.21",NA
"MC42","38867","0.35347222222222219",NA,NA,NA,NA,NA,"BDL","9.7000000000000003E-2","75.44","4.18","54.14",NA
"MCJ","38867","0.34027777777777773",NA,NA,NA,NA,NA,"1.2","0.114","60.44","3","49.2",NA
"Bear","38869","0.33333333333333331",NA,NA,NA,NA,NA,"21.2","0.17799999999999999","21.58","10.46","24.91",NA
"Blue","38869","0.39652777777777781",NA,NA,NA,NA,NA,"5.2","8.1000000000000003E-2","29.51","6.52","26.57",NA
"Lime","38869","0.46875",NA,NA,NA,NA,NA,"5.6","0.153","24.51","12","23.33",NA
"Morgan","38869","0.32291666666666669",NA,NA,NA,NA,NA,"24","0.21199999999999999","28.38","8.9499999999999993","29.93",NA
"Mud","38869","0.375",NA,NA,NA,NA,NA,"37.200000000000003","0.17799999999999999","23.45","13.01","29.87",NA
"NBear","38869","0.4513888888888889",NA,NA,NA,NA,NA,"9.1999999999999993","0.06","24.51","12","23.33",NA
"Otter","38869","0.3611111111111111",NA,NA,NA,NA,NA,"1.2","0.13600000000000001","29.64","7.95","23.99",NA
"Dry","38870","0.37986111111111115",NA,NA,NA,NA,NA,"2.8","0.14399999999999999","25.64","3.3","33.299999999999997",NA
"ICLM","38870","0.39930555555555558",NA,NA,NA,NA,NA,"9.1999999999999993","0.22800000000000001","33.409999999999997","17.649999999999999","22.2",NA
