"Site","Date","Time","DO","Temp","pH","Cond","Turb","TSS","DRP","Cl","NO3-N","SO4","E coli"
"ICLM","40674","0.45902777777777798",NA,NA,NA,NA,NA,"5.2","3.1E-2","8.3000000000000007","5.0999999999999996","12.17","1334"
"ICS","40674","0.40972222222222199",NA,NA,NA,NA,NA,"4","8.0000000000000002E-3","14.76","2.63","16.82","52"
"ICThom","40674","0.44444444444444398",NA,NA,NA,NA,NA,"2","1.4999999999999999E-2","9.9","3.7","13.85","369"
"Bear","40675","0.39583333333333298",NA,NA,NA,NA,NA,"5.6","8.1000000000000003E-2","5.58","5.46","13.45","408"
"Blue","40675","0.44861111111111102",NA,NA,NA,NA,NA,"5.6","4.9000000000000002E-2","11.34","4.49","13.05","241"
"Morgan","40675","0.38333333333333303",NA,NA,NA,NA,NA,"BDL","5.3999999999999999E-2","15.02","5.56","18.38","246"
"Mud","40675","0.47291666666666698",NA,NA,NA,NA,NA,"6.4","0.20399999999999999","6.89","7.55","17.690000000000001","97"
"NBear","40675","0.49305555555555602",NA,NA,NA,NA,NA,"0.4","0.02","7.73","8.73","12.17","231"
"Otter","40675","0.422222222222222",NA,NA,NA,NA,NA,"0.4","2.9000000000000001E-2","9.18","4.78","12.61","487"
"Lime","40679","0.49444444444444402",NA,NA,NA,NA,NA,"0.8","1.6E-2","NA","NA","NA","110"
"Lime240","40679","0.42361111111111099",NA,NA,NA,NA,NA,"0.8","2.5999999999999999E-2","NA","NA","NA","52"
"Lime250","40679","0.436805555555556",NA,NA,NA,NA,NA,"1.6","2.5000000000000001E-2","NA","NA","NA","63"
"Lime290","40679","0.44791666666666702",NA,NA,NA,NA,NA,"1.6","2.3E-2","NA","NA","NA","230"
"LimeFin","40679","0.48055555555555601",NA,NA,NA,NA,NA,"1.2","7.0000000000000001E-3","NA","NA","NA","160"
"LimeHam","40679","0.46041666666666697",NA,NA,NA,NA,NA,"2","2.1999999999999999E-2","NA","NA","NA","86"
"Dry","40681","0.43958333333333299",NA,NA,NA,NA,NA,"0.8","0.05","23.84","5.03","21.85","132"
"ICLM","40681","0.42638888888888898",NA,NA,NA,NA,NA,"1.2","5.2999999999999999E-2","19.670000000000002","9.51","17.53","323"
"ICS","40681","0.405555555555556",NA,NA,NA,NA,NA,"0.4","3.1E-2","28.72","4.7","23.18","52"
"ICThom","40681","0.44861111111111102",NA,NA,NA,NA,NA,"2","4.2000000000000003E-2","22.49","7.2","19.84","295"
"MCJ","40681","0.36736111111111103",NA,NA,NA,NA,NA,"BDL","7.9000000000000001E-2","68.55","2.0699999999999998","43.43","134"
"Bear","40682","0.39236111111111099",NA,NA,NA,NA,NA,"5.6","0.14699999999999999","10.63","7.81","14.5","6131"
"Blue","40682","0.43402777777777801",NA,NA,NA,NA,NA,"2","7.0000000000000007E-2","15.3","5.97","15.17","134"
"Morgan","40682","0.375694444444444",NA,NA,NA,NA,NA,"4","7.0000000000000007E-2","20.09","6.28","19.809999999999999","311"
"Mud","40682","0.46041666666666697",NA,NA,NA,NA,NA,"6","0.191","10.92","8.8800000000000008","18.579999999999998","292"
"NBear","40682","0.484027777777778",NA,NA,NA,NA,NA,"2.4","0.02","11.93","10.55","13","209"
"Otter","40682","0.41180555555555598",NA,NA,NA,NA,NA,"1.6","0.04","13.51","5.82","14.77","315"
"Lime","40686","0.45069444444444401",NA,NA,NA,NA,NA,"0.4","3.4000000000000002E-2","12.67","9.01","11.43","NA"
"Lime240","40686","0.38888888888888901",NA,NA,NA,NA,NA,"3.6","0.03","16.71","10.57","10.73","84"
"Lime250","40686","0.40208333333333302",NA,NA,NA,NA,NA,"3.2","3.7999999999999999E-2","15.06","10.46","10.199999999999999","NA"
"Lime290","40686","0.41666666666666702",NA,NA,NA,NA,NA,"1.6","2.5999999999999999E-2","13.66","11.13","10.25","NA"
"LimeFin","40686","0.43888888888888899",NA,NA,NA,NA,NA,"0.8","1.2999999999999999E-2","12.88","9.6300000000000008","10.77","NA"
"LimeHam","40686","0.42569444444444399",NA,NA,NA,NA,NA,"2","3.5000000000000003E-2","12.61","14.04","9.14","262"
"Dry","40688","0.46041666666666697",NA,NA,NA,NA,NA,"168","0.23300000000000001","6.09","2.78","7.33","1401"
"ICLM","40688","0.44513888888888897",NA,NA,NA,NA,NA,"522","0.497","10.44","7","19.89","4106"
"ICS","40688","0.40763888888888899",NA,NA,NA,NA,NA,"158","0.158","14.95","1.27","9.7799999999999994","410"
"ICThom","40688","0.42499999999999999",NA,NA,NA,NA,NA,"234","0.25900000000000001","5.49","2.7","7.7","1722"
"MCJ","40688","0.38055555555555598",NA,NA,NA,NA,NA,"46","0.16700000000000001","23.66","BDL","8.18","591"
"Bear","40689","0.37152777777777801",NA,NA,NA,NA,NA,"129.33000000000001","0.313","8.5399999999999991","12.33","10.85","7270"
"Blue","40689","0.42777777777777798",NA,NA,NA,NA,NA,"19","0.123","16.27","9.34","12.22","3784"
"Morgan","40689","0.35486111111111102",NA,NA,NA,NA,NA,"65.599999999999994","0.214","19.38","10.91","15.42","1616"
"Mud","40689","0.45069444444444401",NA,NA,NA,NA,NA,"57","0.19900000000000001","9.41","11.91","13.9","2723"
"NBear","40689","0.47013888888888899",NA,NA,NA,NA,NA,"27","0.13400000000000001","12.36","16.690000000000001","9.1199999999999992","7215"
"Otter","40689","0.405555555555556",NA,NA,NA,NA,NA,"52","0.23200000000000001","12.7","14.08","9.66","2603"
"Lime","40694","0.48263888888888901",NA,NA,NA,NA,NA,"8","0.22","17.3","14.95","11.64","789"
"Lime240","40694","0.41458333333333303",NA,NA,NA,NA,NA,"9.1999999999999993","0.182","19.98","14.52","11.52","512"
"Lime250","40694","0.42708333333333298",NA,NA,NA,NA,NA,"6.8","0.161","19.02","14.6","11.28","594"
"Lime290","40694","0.44305555555555598",NA,NA,NA,NA,NA,"5.6","0.192","18.079999999999998","16.7","10.97","459"
"LimeFin","40694","0.46666666666666701",NA,NA,NA,NA,NA,"10.8","0.20200000000000001","17.43","15.66","11.25","2143"
"LimeHam","40694","0.452777777777778",NA,NA,NA,NA,NA,"9.6","0.183","16.25","20.260000000000002","9.32","201"
"Dry","40695","0.45694444444444399",NA,NA,NA,NA,NA,"27.2","0.20899999999999999","27.14","9.2200000000000006","20.13","388"
"ICLM","40695","0.43888888888888899",NA,NA,NA,NA,NA,"19.2","0.105","21.09","12.39","17.27","1250"
"ICS","40695","0.42013888888888901",NA,NA,NA,NA,NA,"16","0.16400000000000001","28","9.3699999999999992","19.64","441"
"ICThom","40695","0.46736111111111101",NA,NA,NA,NA,NA,"15.2","0.154","25.37","10.66","19.18","749"
"MCJ","40695","0.39236111111111099",NA,NA,NA,NA,NA,"2.4","7.5999999999999998E-2","67.760000000000005","2.71","42.91","464"
"Bear","40696","0.38888888888888901",NA,NA,NA,NA,NA,"50","0.14000000000000001","13.15","9.68","16.53","785"
"Blue","40696","0.43194444444444402",NA,NA,NA,NA,NA,"7.5","0.11899999999999999","17.690000000000001","7.54","16.239999999999998","598"
"Morgan","40696","0.36805555555555602",NA,NA,NA,NA,NA,"147","0.11899999999999999","25.19","7.06","22.92","2014"
"Mud","40696","0.45486111111111099",NA,NA,NA,NA,NA,"34","0.16","14.18","9.94","19.8","473"
"NBear","40696","0.47361111111111098",NA,NA,NA,NA,NA,"10.8","7.3999999999999996E-2","16.190000000000001","13.39","14.9","457"
"Otter","40696","0.40763888888888899",NA,NA,NA,NA,NA,"24","0.109","16.75","8.98","15.65","1187"
"Lime","40697","0.43055555555555602",NA,NA,NA,NA,NA,"6.4","6.5000000000000002E-2","16.95","13.99","12.34","988"
"Lime240","40697","0.38124999999999998",NA,NA,NA,NA,NA,"7.6","3.6999999999999998E-2","20.56","14.2","12.52","987"
"Lime250","40697","0.38888888888888901",NA,NA,NA,NA,NA,"3.2","4.5999999999999999E-2","18.5","14.03","11.46","1014"
"Lime290","40697","0.40625",NA,NA,NA,NA,NA,"6.8","5.1999999999999998E-2","16.43","19.116","11.4","379"
"LimeFin","40697","0.44097222222222199",NA,NA,NA,NA,NA,"3.6","5.2999999999999999E-2","17.03","14.79","11.91","631"
"LimeHam","40697","0.41666666666666702",NA,NA,NA,NA,NA,"4.4000000000000004","4.3999999999999997E-2","16.93","23.925000000000001","10.130000000000001","98"
"Dry","40700","0.421527777777778",NA,NA,NA,NA,NA,"8.4","0.188","29.69","6.91","21.88","583"
"ICLM","40700","0.43333333333333302",NA,NA,NA,NA,NA,"33.200000000000003","0.13100000000000001","20.91","10.85","18.510000000000002","5475"
"ICS","40700","0.45624999999999999",NA,NA,NA,NA,NA,"11.2","0.16600000000000001","29.98","7.17","22.62","264"
"ICThom","40700","0.41111111111111098",NA,NA,NA,NA,NA,"22.8","0.16","25.4","8.91","20.8","2064"
"MCJ","40700","0.39444444444444399",NA,NA,NA,NA,NA,"0.4","0.08","67.05","3.07","43.98","712"
"Lime","40702","0.4375",NA,NA,NA,NA,NA,"5.2","7.3999999999999996E-2","16.899999999999999","12.14","13.91","1236"
"Lime240","40702","0.37847222222222199",NA,NA,NA,NA,NA,"8","4.2999999999999997E-2","18.95","13.12","12.49","1450"
"Lime250","40702","0.38888888888888901",NA,NA,NA,NA,NA,"1.6","4.8000000000000001E-2","17.510000000000002","15","12.28","1450"
"Lime290","40702","0.41319444444444398",NA,NA,NA,NA,NA,"7.6","5.2999999999999999E-2","16.25","14.67","12.83","3448"
"LimeFin","40702","0.44930555555555601",NA,NA,NA,NA,NA,"0.4","5.3999999999999999E-2","16.7","12.9","13.07","1354"
"LimeHam","40702","0.420833333333333",NA,NA,NA,NA,NA,"1.2","5.0999999999999997E-2","16.02","18.690000000000001","10.83","521"
"Bear","40703","0.389583333333333",NA,NA,NA,NA,NA,"156","0.30299999999999999","10.7","7.53","13.04","24196"
"Blue","40703","0.42847222222222198",NA,NA,NA,NA,NA,"18.8","0.17599999999999999","16.829999999999998","5.91","16.57","12997"
"Morgan","40703","0.375694444444444",NA,NA,NA,NA,NA,"33.6","0.14399999999999999","20.84","6.17","21.14","8664"
"Mud","40703","0.44513888888888897",NA,NA,NA,NA,NA,"26.8","0.253","14.68","9.2100000000000009","20.64","2359"
"NBear","40703","0.46250000000000002",NA,NA,NA,NA,NA,"90","0.30299999999999999","13.8","12.97","11.61","4611"
"Otter","40703","0.40833333333333299",NA,NA,NA,NA,NA,"111.2","0.31900000000000001","13.5","6.9","12.57","8164"
"Dry","40707","0.41319444444444398",NA,NA,NA,NA,NA,"39.6","0.23599999999999999","20.3","15.36","14.65","880"
"ICLM","40707","0.42499999999999999",NA,NA,NA,NA,NA,"44.8","0.14199999999999999","20.74","17.63","15.03","1376"
"ICS","40707","0.452777777777778",NA,NA,NA,NA,NA,"52.4","0.22800000000000001","22.99","15.23","16.559999999999999","1220"
"ICThom","40707","0.40486111111111101",NA,NA,NA,NA,NA,"49.2","0.186","21.08","16.39","15.68","990"
"MCJ","40707","0.38680555555555601",NA,NA,NA,NA,NA,"0.4","8.4000000000000005E-2","72.260000000000005","2.8","45.23","836"
"Bear","40708","0.43055555555555602",NA,NA,NA,NA,NA,"51.2","0.17599999999999999","12.57","11.39","14.62","794"
"Blue","40708","0.468055555555556",NA,NA,NA,NA,NA,"22.8","0.13","17.14","10.48","13.85","959"
"Morgan","40708","0.41527777777777802",NA,NA,NA,NA,NA,"17.600000000000001","0.13","19.940000000000001","9.76","22.42","1236"
"Mud","40708","0.48888888888888898",NA,NA,NA,NA,NA,"50.8","0.20200000000000001","12.7","11.77","17.48","364"
"NBear","40708","0.50624999999999998",NA,NA,NA,NA,NA,"22.4","0.10199999999999999","15.78","17.55","12.1","556"
"Otter","40708","0.44722222222222202",NA,NA,NA,NA,NA,"18.399999999999999","0.125","16.18","12.02","13.39","836"
"Lime","40709","0.44652777777777802",NA,NA,NA,NA,NA,"13.2","0.11899999999999999","17.02","16.77","10.14","2247"
"Lime240","40709","0.39513888888888898",NA,NA,NA,NA,NA,"10","7.5999999999999998E-2","19.010000000000002","16.02","10.6","908"
"Lime250","40709","0.40763888888888899",NA,NA,NA,NA,NA,"6.8","7.9000000000000001E-2","18.010000000000002","16.43","9.85","1017"
"Lime290","40709","0.42499999999999999",NA,NA,NA,NA,NA,"28","0.113","15.19","19.79","9.25","959"
"LimeFin","40709","0.45763888888888898",NA,NA,NA,NA,NA,"27.2","0.115","16.309999999999999","17.190000000000001","9.83","2481"
"LimeHam","40709","0.43333333333333302",NA,NA,NA,NA,NA,"24","0.124","15.92","23.79","8.6199999999999992","767"
"Dry","40714","0.43541666666666701",NA,NA,NA,NA,NA,"48.8","0.223","18.59","8.93","13.77","4950"
"ICLM","40714","0.44722222222222202",NA,NA,NA,NA,NA,"38.799999999999997","0.13900000000000001","19.28","13.09","15.35","8840"
"ICS","40714","0.47013888888888899",NA,NA,NA,NA,NA,"70.5","0.17799999999999999","25.43","10.55","17.75","1730"
"ICThom","40714","0.42777777777777798",NA,NA,NA,NA,NA,"49.5","0.19500000000000001","19.66","9.67","14.87","3590"
"MCJ","40714","0.39722222222222198",NA,NA,NA,NA,NA,"41.2","0.221","33.24","1.58","18.39","18600"
"Lime","40715","0.44374999999999998",NA,NA,NA,NA,NA,"115","0.27700000000000002","12.35","12.68","8.49","26130"
"Lime240","40715","0.390972222222222",NA,NA,NA,NA,NA,"25.2","0.377","16.62","12.93","8.33","12033"
"Lime250","40715","0.40277777777777801",NA,NA,NA,NA,NA,"36.67","0.29099999999999998","15.3","11.88","7.3","7490"
"Lime290","40715","0.41597222222222202",NA,NA,NA,NA,NA,"108","0.80400000000000005","10.65","14.57","7.31","9590"
"LimeFin","40715","0.452777777777778",NA,NA,NA,NA,NA,"149.30000000000001","0.28499999999999998","10.97","12.23","7.42","14500"
"LimeHam","40715","0.42499999999999999",NA,NA,NA,NA,NA,"34.4","0.153","13.62","22.78","8.25","1723"
"Bear","40717","0.38263888888888897",NA,NA,NA,NA,NA,"46.4","0.193","12.78","11.09","14.69","850"
"Blue","40717","0.40972222222222199",NA,NA,NA,NA,NA,"22.4","0.13700000000000001","18.12","9.75","14.32","1550"
"Morgan","40717","0.36875000000000002",NA,NA,NA,NA,NA,"28","0.11700000000000001","21.58","9.64","20.83","1340"
"Mud","40717","0.42708333333333298",NA,NA,NA,NA,NA,"57","0.21299999999999999","12.21","11.71","17.489999999999998","100"
"NBear","40717","0.44513888888888897",NA,NA,NA,NA,NA,"29.6","0.107","16.239999999999998","16.850000000000001","13.04","630"
"Dry","40721","0.42708333333333298",NA,NA,NA,NA,NA,"8.4","0.13600000000000001","27.06","7.23","26.32","645"
"ICLM","40721","0.44305555555555598",NA,NA,NA,NA,NA,"7.2","0.111","21.33","12.62","17.21","1785"
"ICS","40721","0.46319444444444402",NA,NA,NA,NA,NA,"10","0.12","30.08","8.0399999999999991","22.87","637"
"ICThom","40721","0.41458333333333303",NA,NA,NA,NA,NA,"15.2","0.11899999999999999","24.97","9.5","21.31","1296"
"MCJ","40721","0.38680555555555601",NA,NA,NA,NA,NA,"0.8","5.6000000000000001E-2","65.19","2.76","37.04","1860"
"Lime","40722","0.438194444444444",NA,NA,NA,NA,NA,"5.2","8.1000000000000003E-2","16.5","14.53","12.49","2247"
"Lime240","40722","0.38124999999999998",NA,NA,NA,NA,NA,"6","4.1000000000000002E-2","18.84","14.88","12.26","512"
"Lime250","40722","0.39722222222222198",NA,NA,NA,NA,NA,"12.4","5.6000000000000001E-2","18.37","15.11","11.49","455"
"Lime290","40722","0.41249999999999998",NA,NA,NA,NA,NA,"8","7.2999999999999995E-2","16.22","17.09","11.88","1291"
"LimeFin","40722","0.45069444444444401",NA,NA,NA,NA,NA,"4.4000000000000004","6.5000000000000002E-2","16.61","15.39","12.07","1529"
"LimeHam","40722","0.42361111111111099",NA,NA,NA,NA,NA,"4.8","4.9000000000000002E-2","15.52","22.79","10.61","417"
"Bear","40724","0.374305555555556",NA,NA,NA,NA,NA,"35.200000000000003","0.152","13.56","10.25","17.010000000000002","1872"
"Blue","40724","0.39305555555555599",NA,NA,NA,NA,NA,"14","0.12","18.739999999999998","7.29","17.87","1281"
"Morgan","40724","0.360416666666667",NA,NA,NA,NA,NA,"12","0.10199999999999999","21.7","9.19","21.23","1017"
"Mud","40724","0.41111111111111098",NA,NA,NA,NA,NA,"36","0.215","14.2","10.96","20.43","960"
"NBear","40724","0.42708333333333298",NA,NA,NA,NA,NA,"5.2","7.9000000000000001E-2","16.62","13.78","16.309999999999999","836"
"Bear","40730","0.4",NA,NA,NA,NA,NA,"19.600000000000001","0.159","12.74","8.82","17.48","1785"
"Blue","40730","0.41875000000000001",NA,NA,NA,NA,NA,"6.8","0.11799999999999999","17.79","5.16","19.55","1259"
"Morgan","40730","0.38541666666666702",NA,NA,NA,NA,NA,"20","0.13600000000000001","21.45","8.16","21.22","882"
"Mud","40730","0.43541666666666701",NA,NA,NA,NA,NA,"16.8","0.222","14.14","10.14","21.37","767"
"NBear","40730","0.453472222222222",NA,NA,NA,NA,NA,"0.8","6.0000000000000001E-3","15.11","10.24","17.88","670"
"Lime","40731","0.46597222222222201",NA,NA,NA,NA,NA,"10.4","9.9000000000000005E-2","16.53","8.9","15.7","1723"
"Lime240","40731","0.40763888888888899",NA,NA,NA,NA,NA,"23.2","0.111","19.39","10.25","15.45","2909"
"Lime250","40731","0.42013888888888901",NA,NA,NA,NA,NA,"18.399999999999999","0.108","17.100000000000001","10.24","14.65","1450"
"Lime290","40731","0.4375",NA,NA,NA,NA,NA,"4.4000000000000004","7.9000000000000001E-2","14.62","10.18","16.190000000000001","3255"
"LimeFin","40731","0.47777777777777802",NA,NA,NA,NA,NA,"7.2","0.109","16.59","9.24","15.4","1553"
"LimeHam","40731","0.44444444444444398",NA,NA,NA,NA,NA,"15.2","7.4999999999999997E-2","14.82","15.44","16.149999999999999","4611"
"Dry","40732","0.43333333333333302",NA,NA,NA,NA,NA,"3.67","0.109","30.27","2.66","31.07","393"
"ICLM","40732","0.45138888888888901",NA,NA,NA,NA,NA,"7.33","0.189","20.260000000000002","8.2200000000000006","20.75","1565"
"ICS","40732","0.47430555555555598",NA,NA,NA,NA,NA,"0.33","4.7E-2","33.200000000000003","3.72","26.36","185"
"ICThom","40732","0.422916666666667",NA,NA,NA,NA,NA,"7","0.14000000000000001","26.46","5.69","25.3","839"
"MCJ","40732","0.4",NA,NA,NA,NA,NA,"1","6.8000000000000005E-2","63.27","3.13","42.83","836"
"Dry","40735","0.42638888888888898",NA,NA,NA,NA,NA,"25.5","0.36699999999999999","27.4","1.87","23.78","41060"
"ICLM","40735","0.438194444444444",NA,NA,NA,NA,NA,"56","0.35199999999999998","20.059999999999999","4.32","22.88","14970"
"ICS","40735","0.45833333333333298",NA,NA,NA,NA,NA,"83.2","0.129","32.07","2.85","24","10460"
"ICThom","40735","0.41597222222222202",NA,NA,NA,NA,NA,"56","0.45200000000000001","14.05","1.87","14.29","54750"
"MCJ","40735","0.39583333333333298",NA,NA,NA,NA,NA,"20.399999999999999","0.34100000000000003","39.619999999999997","1.88","21.99","17230"
"Bear","40736","0.37291666666666701",NA,NA,NA,NA,NA,"20","0.14699999999999999","12.88","6.78","18.89","2613"
"Blue","40736","0.41597222222222202",NA,NA,NA,NA,NA,"16.399999999999999","0.18099999999999999","20.86","3.84","18.25","7270"
"Morgan","40736","0.359027777777778",NA,NA,NA,NA,NA,"16","0.128","9.94","6.62","7.84","1872"
"Mud","40736","0.43472222222222201",NA,NA,NA,NA,NA,"4.4000000000000004","0.23","13.83","8.7200000000000006","22.05","2481"
"NBear","40736","0.453472222222222",NA,NA,NA,NA,NA,"20.8","0.26700000000000002","14.47","10.1","15.31","8664"
"Otter 2","40736","0.39722222222222198",NA,NA,NA,NA,NA,"4","0.106","18.100000000000001","4.42","18.61","670"
"Lime","40738","0.43263888888888902",NA,NA,NA,NA,NA,"4.4000000000000004","0.17799999999999999","17.350000000000001","7.75","17.62","1989"
"Lime240","40738","0.38124999999999998",NA,NA,NA,NA,NA,"29.6","0.127","2.06","8.67","18.96","3873"
"Lime250","40738","0.39236111111111099",NA,NA,NA,NA,NA,"28","0.13800000000000001","18.489999999999998","8.07","17.93","889"
"Lime290","40738","0.40625",NA,NA,NA,NA,NA,"6.4","9.2999999999999999E-2","15.34","6.99","19.95","2187"
"LimeFin","40738","0.44305555555555598",NA,NA,NA,NA,NA,"0.7","0.124","17.899999999999999","7.98","17.239999999999998","2310"
"LimeHam","40738","0.41597222222222202",NA,NA,NA,NA,NA,"7.6","0.10299999999999999","16.07","12.53","19.62","1043"
"Dry","40742","0.42013888888888901",NA,NA,NA,NA,NA,"2","5.7000000000000002E-2","30.86","2.2400000000000002","30.92","959"
"ICLM","40742","0.43333333333333302",NA,NA,NA,NA,NA,"11.6","0.29099999999999998","22.34","3.35","23.81","404"
"ICS","40742","0.45486111111111099",NA,NA,NA,NA,NA,"4.8","0.129","36.57","1.54","27.56","581"
"ICThom","40742","0.41041666666666698",NA,NA,NA,NA,NA,"4.4000000000000004","0.156","29.9","2.6","28.18","794"
"MCJ","40742","0.39513888888888898",NA,NA,NA,NA,NA,"0.4","0.125","63.31","3.09","41.46","839"
"Bear","40743","0.37152777777777801",NA,NA,NA,NA,NA,"18.399999999999999","0.18","14.13","4.54","22.46","1086"
"Blue","40743","0.40416666666666701",NA,NA,NA,NA,NA,"3.6","0.11799999999999999","19.36","3.03","21.5","657"
"Morgan","40743","0.359722222222222",NA,NA,NA,NA,NA,"12.8","0.13800000000000001","20.350000000000001","5.37","26.03","882"
"Mud","40743","0.42013888888888901",NA,NA,NA,NA,NA,"3.6","0.30299999999999999","16.649999999999999","7.24","25.88","908"
"NBear","40743","0.4375",NA,NA,NA,NA,NA,"4.4000000000000004","0.10199999999999999","15.35","7.32","19.989999999999998","1281"
"Otter","40743","0.38541666666666702",NA,NA,NA,NA,NA,"3.6","0.20899999999999999","18.57","3.76","20.48","763"
"Lime","40746","0.54027777777777797",NA,NA,NA,NA,NA,"4.8","0.26500000000000001","17.899999999999999","5.48","18.3","4884"
"Lime240","40746","0.47708333333333303",NA,NA,NA,NA,NA,"11.2","0.19800000000000001","21.19","6.98","20.65","3255"
"Lime250","40746","0.49166666666666697",NA,NA,NA,NA,NA,"35.200000000000003","0.19400000000000001","18.55","5.24","19.59","2489"
"Lime290","40746","0.51111111111111096",NA,NA,NA,NA,NA,"5.6","0.14199999999999999","14.23","3.27","21.59","1334"
"LimeFin","40746","0.55486111111111103",NA,NA,NA,NA,NA,"2.4","0.19900000000000001","18.2","5","18.3","2014"
"LimeHam","40746","0.52222222222222203",NA,NA,NA,NA,NA,"121.2","0.17399999999999999","16.89","6.39","24.83","17329"
"Dry","40749","0.42916666666666697",NA,NA,NA,NA,NA,"28.8","0.35699999999999998","18.760000000000002","2.5499999999999998","25.67","3076"
"ICLM","40749","0.44236111111111098",NA,NA,NA,NA,NA,"57.6","0.42","23.59","6.9","20.04","7760"
"ICS","40749","0.46388888888888902",NA,NA,NA,NA,NA,"85.5","0.45","21.96","3.66","21.43","5380"
"ICThom","40749","0.41527777777777802",NA,NA,NA,NA,NA,"48","0.40899999999999997","22.19","5.07","22.28","9320"
"MCJ","40749","0.39652777777777798",NA,NA,NA,NA,NA,"3.2","0.128","55.1","2.1800000000000002","36.14","1664"
"Bear","40750","0.40625",NA,NA,NA,NA,NA,"10.8","0.27600000000000002","26.69","6.58","25.57","1236"
"Blue","40750","0.44374999999999998",NA,NA,NA,NA,NA,"8","0.246","18.59","4.43","19.05","909"
"Morgan","40750","0.38888888888888901",NA,NA,NA,NA,NA,"24.4","0.22500000000000001","26.69","3.66","25.57","1086"
"Mud","40750","0.46250000000000002",NA,NA,NA,NA,NA,"2.4","0.25600000000000001","17.84","7.1","27.19","882"
"NBear","40750","0.47916666666666702",NA,NA,NA,NA,NA,"37.200000000000003","0.18","14.9","NA","15.03","1515"
"Otter","40750","0.42361111111111099",NA,NA,NA,NA,NA,"10.4","0.29599999999999999","16.260000000000002","7.61","15.52","2098"
"Lime","40753","0.468055555555556",NA,NA,NA,NA,NA,"51.6","0.28599999999999998","16.27","10.55","11.65","4611"
"Lime240","40753","0.40972222222222199",NA,NA,NA,NA,NA,"3.6","0.16200000000000001","17.899999999999999","11.66","12.25","754"
"Lime250","40753","0.422916666666667",NA,NA,NA,NA,NA,"9.6","0.185","17.420000000000002","11.71","11.85","857"
"Lime290","40753","0.436805555555556",NA,NA,NA,NA,NA,"16.399999999999999","0.22","15.85","12.77","11.31","1354"
"LimeFin","40753","0.47638888888888897",NA,NA,NA,NA,NA,"54.8","0.27100000000000002","16.010000000000002","11.25","11.71","6131"
"LimeHam","40753","0.44791666666666702",NA,NA,NA,NA,NA,"8","9.5000000000000001E-2","14.35","17.579999999999998","10.42","905"
"Mud","40315","0.47569444444444398",NA,NA,NA,NA,NA,"6","0.17399999999999999","15.24","9.18","15.88","605"
"ICLM","40316","0.35763888888888901",NA,NA,NA,NA,NA,"4","9.9000000000000005E-2","18.8","10.17","17.600000000000001","855"
"ICS","40316","0.34722222222222199",NA,NA,NA,NA,NA,"6","0.126","24.6","7.78","20.75","74"
"MCJ","40316","0.39583333333333298",NA,NA,NA,NA,NA,"4","0.26100000000000001","74.84","3.05","49.18","581"
"BF1","40317","0.38263888888888897",NA,NA,NA,NA,NA,"1","0.14099999999999999","15.63","14.63","19.5","10"
"BF2","40317","0.38888888888888901",NA,NA,NA,NA,NA,"2","0.13800000000000001","15.19","14.4","19.16","20"
"BF3","40317","0.39583333333333298",NA,NA,NA,NA,NA,"1","0.127","14.97","13.78","19.059999999999999","20"
"BF4","40317","0.40277777777777801",NA,NA,NA,NA,NA,"BDL","0.11600000000000001","15.21","13.99","19.16","10"
"Lime","40317","0.46875",NA,NA,NA,NA,NA,"11","0.105","14.24","10.93","12.86","NA"
"Lime240","40317","0.41805555555555601",NA,NA,NA,NA,NA,"4","8.6999999999999994E-2","16.39","10.83","12.41","20"
"Lime250","40317","0.42916666666666697",NA,NA,NA,NA,NA,"BDL","8.8999999999999996E-2","15.51","10.81","12.06","41"
"Lime290","40317","0.44236111111111098",NA,NA,NA,NA,NA,"3","9.8000000000000004E-2","14.81","12.59","12.1","NA"
"LimeFin","40317","0.45833333333333298",NA,NA,NA,NA,NA,"4","9.6000000000000002E-2","14.28","11.25","12.45","NA"
"LimeHam","40317","0.45138888888888901",NA,NA,NA,NA,NA,"BDL","7.0000000000000007E-2","15.98","13.4","10.96","NA"
"Bear","40318","0.41805555555555601",NA,NA,NA,NA,NA,"28","0.157","12.86","8.2200000000000006","17.38","323"
"Morgan","40318","0.39791666666666697",NA,NA,NA,NA,NA,"20","0.10100000000000001","20.16","7.65","20.41","313"
"Otter","40318","0.43611111111111101",NA,NA,NA,NA,NA,"6","9.1999999999999998E-2","16.97","7.77","16.36","279"
"Dry","40322","0.375",NA,NA,NA,NA,NA,"6","0.11899999999999999","24.46","5.61","28.64","169"
"ICLM","40322","0.38611111111111102",NA,NA,NA,NA,NA,"20","0.105","19.21","8.7200000000000006","19.510000000000002","884"
"ICS","40322","0.40625",NA,NA,NA,NA,NA,"9","0.104","28.21","5.88","25.32","148"
"ICThom","40322","0.36458333333333298",NA,NA,NA,NA,NA,"12","9.4E-2","22.74","7.25","23.87","708"
"MCJ","40322","0.42361111111111099",NA,NA,NA,NA,NA,"7","6.2E-2","72.930000000000007","3.31","49.53","794"
"Lime250","40323","0.42708333333333298",NA,NA,NA,NA,NA,"17","8.5999999999999993E-2","15.43","9.56","12.75","836"
"BF1","40324","0.38194444444444398",NA,NA,NA,NA,NA,"10","0.11","17.16","15.75","19.28","BDL"
"BF2","40324","0.38888888888888901",NA,NA,NA,NA,NA,"14","0.122","16.149999999999999","13.07","17.14","10"
